,tweet__id,tweet__text,user__username,tag__title,relevant,2 - In favor,2 - Against,2 - Neutral,3 - Yes,time_annotated
0,1339644219015766016,"JOB ALERT: Postdoctoral Opportunity: Climate Change Adaptation on Federal Lands with the Northeast CASC, partnered with USGS &amp; UMass Amherst. https://t.co/lACtv18hEP 

@BlkinGeoscience @aslo_opps @GeoLatinas",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:23:56.815080+00:00
1,1189303279697780741,Whistleblower says CDC backed away from climate change - CBS News  https://t.co/h60k57eXz9,mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:23:49.298046+00:00
2,1088038576758104065,"Facing changes — in economics, climate change and energy sources -  https://t.co/c6bM9lQHgu #GoogleAlerts",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:23:29.477801+00:00
3,1200848190028693504,"@CNN ...promoting ""Planetary emergency"" since Climate change was called Global cooling in 1973.",mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:23:21.248432+00:00
4,1314278326949892096,"Recourse, Greenpeace, Earthlife Africa and Centre for Financial Accountability unvail contradictions in @IMFNews policy advice and climate change-related macroeconomic risks including subsidies and other investment incentives for fossil fuels and coal: https://t.co/WL9ujibrvO",mala,Large sample of climate tweets 2,1,1,0,0,1,2021-04-01 20:22:59.123097+00:00
5,1189102206030495744,@utddjs @RebeccaHurst19 @jordanbanner161 @VictoriaPolice @blockadeIMARC19 Are you going to cheer police violence when this starts happening over climate change &amp; water security?   https://t.co/zOEEPa8l1g,mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:22:41.743396+00:00
6,1090089453429829635,@realDonaldTrump When the temps jump to 100+ degrees this summer you’ll better understand the extremes of climate change.,mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:22:28.253820+00:00
7,1120330567948668928,BBC News - Extinction Rebellion: Climate change protesters at Natural History Museum  https://t.co/eioIACbELc,mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:22:13.966708+00:00
8,1352193727125569536,"And I’ve always believed that our kids should learn both sides of the climate change debate (if it’s to be taught at school), but I fear that this won’t be the case here. This isn’t good. #ParisAgreement #UN #auspol",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:22:04.742038+00:00
9,1232135109618405376,"Most girls in the fantasy suite: ~be intimate~ Me in the fantasy suite: “I’m gonna need to know your stance on reproductive rights, climate change, healthcare, guns, immigration, taxes, foreign poli-“ #TheBachelor",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:21:29.773115+00:00
10,1240226211676250119,"@BlakeRidder We are a virus, climate change is a fever, and COVID-19 is Earth’s antibodies.",mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:20:42.331830+00:00
11,1322373143164575746,This account speaks out about the policies on the environment  and climate change and tries to spark change in politics about these issues. #selfsocietyclass,mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:20:29.290704+00:00
12,1230223267232960514,@DailyCaller The real problem isn’t ocean waters rising from climate change. The real problem is that we all drown in this bullshit,mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:20:16.068750+00:00
13,1100078088900161536,Fuck climate change a meteor needs to come shmack earth ASAP.,mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:19:49.863406+00:00
14,1372482161765457924,@archer_rs Add Climate Change deniers into the same tight gene pool.,mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:19:41.741657+00:00
15,1350187468277092352,"Central banks and climate change: all hot air

Be careful about greenwashing

https://t.co/Pzz6VVc1R6",mala,Large sample of climate tweets 2,1,1,0,0,1,2021-04-01 20:16:18.390769+00:00
16,1356615111444738052,"@bustaseed1 @UlsterWildlife @Irishwildlife @BioDataCentre @BSBIbotany @Love_plants That was 1 of the points i made in my response to the @daera_ni Climate change consultation!So many easy wins, let hedgerows flourish instead of flailing every yr,stop removing mature trees, clearing scrub &amp; woodland!Stop draining wetlands &amp; destroying peatlands.Preserve meadows!",mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:16:06.064445+00:00
17,1218744276986691586,"""You don't get a cookie for saying you think climate change is real. All you get is the capacity to say you have reached 1990 levels of comprehension. So when you hear someone in government say they believe in climate change, ask what they are doing about reducing emissions""",mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:15:36.400905+00:00
18,1137327624865361920,"@lraitt A lot of dumb people here, she didn’t write it, it’s a Financial Post article you twits. And imagine it’s an article about how people are attacked for questioning the group think about climate change.",mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:14:43.293882+00:00
19,1351309542433447938,"The future will be very fertile ground for people like Miller. Social unrest, poverty, climate change destruction, mass immigration, nationalist retrenching, and resource wars will be his playground. https://t.co/A0CHtjZPEl",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:13:54.516821+00:00
20,1112425599572688896,@semperdiced And we can all clearly rank them all according to our specific idiosyncrasies. But I don’t see Bernie or any of the others putting babies in cages or ignoring climate change or destroying healthcare.,mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:13:39.078815+00:00
21,1295963052060348416,"@BreitbartNews Greta Thunberg Testifies Before U.S. Congress | NowThis  https://t.co/77TkPaLRP8 via @YouTube THESE YOUNG PEOPLE ARE TEACHING THE WORLD THE IMPORTANT OF THE NEW GREEN DEAL MEANS TO CLIMATE CHANGE AND WITHOUT IT, WE WILL NOT A FUTURE.",mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:12:43.051001+00:00
22,1209143572865437696,"@SenWhitehouse And the  denier Galileo was 'jailed'  !  What a laugh, politics is not science.  Trump is not Galileo, but the answer is definitely not Politics  ...   research has yet to find a period without climate change !",mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:12:19.273153+00:00
23,1339584747580735490,@JoeBiden You people sound silly asf talking about climate change which cannot be proven👈climate change is a theory not FACT👏🤣,mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:11:46.290849+00:00
24,1304411245064392704,What's happening with climate change? NCSU researchers seeking answers #WRALTechWire  https://t.co/3OWTXT6VCG,mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:11:32.023145+00:00
25,1090227939600408578,"Warning of dire consequences if no action is taken to combat climate change, lawmakers are again pushing to transition Massachusetts to all-renewable energy sources within two and a half decades.  https://t.co/wwAl4UHTQV",mala,Large sample of climate tweets 2,1,1,0,0,1,2021-04-01 20:11:07.092011+00:00
26,1280835409531015169,"Tilting left. Biden’s “climate guru” Browner has links to Socialist Internat’l and advanced a radical agenda as a government official.   Clinton/Obama Official, Tom Steyer and Carol Browner to Advise Biden on Climate Change  https://t.co/PdLstVyott via @BreitbartNews",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:10:45.523753+00:00
27,1362529514702651395,Once I met someone who said he doesn’t believe in “Climate Change” https://t.co/8cwzvdz1J2,mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:10:20.257701+00:00
28,1225831208568991744,Climate Change Protests Raise Awareness But Real Policy Change Is What Is Needed  https://t.co/JhkjZcvaWh,mala,Large sample of climate tweets 2,1,1,0,0,1,2021-04-01 20:10:08.224702+00:00
29,1090082361000316928,"OPINION: When progressive politicians run climate change scare campaigns, they are catering to voters’ egos much more than trying to save the Earth, writes @pwafork.  https://t.co/aHNY2kLJ3g",mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:09:55.523235+00:00
30,1228023669609422849,"HEADLINES: Macron vows ""fight of the century” against climate change  https://t.co/xUwVyyOWD5",mala,Large sample of climate tweets 2,1,1,0,0,1,2021-04-01 20:09:31.260217+00:00
31,1162429867570475008,@mickeystads @BernieSanders I believe in climate change although I refer to it as seasons.,mala,Large sample of climate tweets 2,1,0,1,0,0,2021-04-01 20:09:15.991617+00:00
32,1200928611555008517,If you beleave in climate change. You owe it to yourself to watch this. This is not someone with no credentials. This is a climate scientist. With a Nobel pize.  https://t.co/tnDUSIf1Yc,mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:08:57.938807+00:00
33,1178815505748185090,"@LT3000Lyall @ExtinctionR @themintmag @Global4C I am reading pure, unadulterated bullshit by so called Climate Economists like Nordhaus. As I say in the book I'm writing, even if you are a Climate Change Denier (like yourself), if your denial case relies on them, you are being deceived.",mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:08:30.640772+00:00
34,1189602161770016768,"At UN side event focused on climate change and its challenges for international law, Professor notes that ocean governance regimes have only a limited capacity to take strong ocean protection measures.  We might need a new international instrument such as the #BBNJ.",mala,Large sample of climate tweets 2,1,1,0,0,1,2021-04-01 20:07:47.820708+00:00
35,1306318330639212544,"@centerrightsin1 @atrupar @Alyssa_Milano @NYGovCuomo This country is not being burned down by fake fantasy Dem groups, it’s being burned down by climate change that Gop ignored  for years...hurricanes, floods, fires, all due to man made global warming..",mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 20:07:25.000584+00:00
36,1159849521146318850,"⚡️ “Scotland planted 22,000,000 trees to combat climate change ” by @tictoc   https://t.co/oE9PekMCFv",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 20:07:00.794564+00:00
37,1155946192934584322,"Summer’s Heating Up! Visit  https://t.co/MV5q6DIdmc for tips on how you can take action against climate change through food justice for a cooler, healthier planet. #SummerOfAction #JustActCool  https://t.co/cYjyF1Ymho",mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 19:27:10.491357+00:00
38,1116724183948562432,How can taking action on climate change make all our lives better?  https://t.co/YA1T1I7Qk5 via @YouTube,mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 19:26:59.754194+00:00
39,1311227519761149952,Trump Says Greenhouse Gas Emissions Contribute to Climate Change 'to an Extent' - Bloomberg QuickTake: Now  https://t.co/auIustecCM,mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 19:26:46.070514+00:00
40,1353010024008863744,@BerniceKing Denying climate change is CATACLYSM!,mala,Large sample of climate tweets 2,1,1,0,0,0,2021-04-01 19:26:21.654341+00:00
41,1236337317062868993,Inside the Fossil-Fuel Industry’s Plan to Profit From Climate Change  https://t.co/GJYdO5d4Gv via @intelligencer,mala,Large sample of climate tweets 2,1,0,0,1,0,2021-04-01 19:26:10.554758+00:00
